id,x,y,total
49502846,495025,284625,19
49502853,495025,285325,3
49502854,495025,285425,23
49502855,495025,285525,4
49502856,495025,285625,20
49502857,495025,285725,43
49502858,495025,285825,15
49502859,495025,285925,29
49502860,495025,286025,9
49502861,495025,286125,2
49502863,495025,286325,1
49512835,495125,283525,2
49512845,495125,284525,3
49512846,495125,284625,24
49512847,495125,284725,5
49512853,495125,285325,3
49512854,495125,285425,15
49512855,495125,285525,18
49512856,495125,285625,28
49512857,495125,285725,24
49512858,495125,285825,5
49512859,495125,285925,5
49512860,495125,286025,2
49522844,495225,284425,2
49522845,495225,284525,3
49522846,495225,284625,21
49522847,495225,284725,1
49522853,495225,285325,3
49522855,495225,285525,5
49522856,495225,285625,5
49522857,495225,285725,14
49522858,495225,285825,9
49522859,495225,285925,3
49522868,495225,286825,1
49522869,495225,286925,1
49532841,495325,284125,1
49532842,495325,284225,3
49532843,495325,284325,1
49532844,495325,284425,6
49532845,495325,284525,19
49532846,495325,284625,22
49532847,495325,284725,3
49532853,495325,285325,2
49532854,495325,285425,2
49532855,495325,285525,1
49532857,495325,285725,4
49532858,495325,285825,3
49532860,495325,286025,2
49532869,495325,286925,2
49532877,495325,287725,9
49542845,495425,284525,6
49542846,495425,284625,4
49542847,495425,284725,5
49542848,495425,284825,4
49542850,495425,285025,1
49542854,495425,285425,4
49542855,495425,285525,4
49542856,495425,285625,36
49542857,495425,285725,7
49542868,495425,286825,7
49542869,495425,286925,1
49542870,495425,287025,1
49542871,495425,287125,2
49542872,495425,287225,2
49542873,495425,287325,3
49542874,495425,287425,5
49542875,495425,287525,1
49542876,495425,287625,1
49542879,495425,287925,1
49552834,495525,283425,2
49552841,495525,284125,1
49552845,495525,284525,3
49552847,495525,284725,6
49552848,495525,284825,5
49552849,495525,284925,4
49552853,495525,285325,4
49552854,495525,285425,2
49552855,495525,285525,3
49552858,495525,285825,1
49552865,495525,286525,1
49552867,495525,286725,2
49552868,495525,286825,4
49552869,495525,286925,10
49552870,495525,287025,11
49552871,495525,287125,18
49552872,495525,287225,9
49552873,495525,287325,25
49552874,495525,287425,34
49552875,495525,287525,20
49552876,495525,287625,1
49552877,495525,287725,3
49562835,495625,283525,2
49562840,495625,284025,1
49562841,495625,284125,1
49562842,495625,284225,2
49562846,495625,284625,2
49562847,495625,284725,10
49562848,495625,284825,6
49562853,495625,285325,1
49562854,495625,285425,2
49562855,495625,285525,4
49562857,495625,285725,8
49562859,495625,285925,2
49562860,495625,286025,1
49562862,495625,286225,1
49562865,495625,286525,7
49562866,495625,286625,14
49562867,495625,286725,25
49562868,495625,286825,3
49562869,495625,286925,3
49562870,495625,287025,32
49562871,495625,287125,24
49562872,495625,287225,25
49562873,495625,287325,18
49562874,495625,287425,16
49562875,495625,287525,18
49562876,495625,287625,1
49562877,495625,287725,2
49562878,495625,287825,13
49562879,495625,287925,7
49562880,495625,288025,11
49562881,495625,288125,1
49562882,495625,288225,1
49572833,495725,283325,5
49572834,495725,283425,1
49572840,495725,284025,1
49572841,495725,284125,7
49572842,495725,284225,4
49572843,495725,284325,10
49572846,495725,284625,8
49572847,495725,284725,14
49572848,495725,284825,20
49572849,495725,284925,18
49572850,495725,285025,6
49572854,495725,285425,46
49572858,495725,285825,13
49572859,495725,285925,1
49572860,495725,286025,14
49572861,495725,286125,5
49572862,495725,286225,19
49572863,495725,286325,18
49572864,495725,286425,10
49572865,495725,286525,14
49572866,495725,286625,38
49572867,495725,286725,29
49572868,495725,286825,18
49572869,495725,286925,6
49572870,495725,287025,5
49572871,495725,287125,1
49572872,495725,287225,3
49572874,495725,287425,8
49572875,495725,287525,5
49572876,495725,287625,2
49572877,495725,287725,2
49572878,495725,287825,4
49572879,495725,287925,2
49572880,495725,288025,2
49572881,495725,288125,1
49582833,495825,283325,2
49582838,495825,283825,1
49582839,495825,283925,2
49582840,495825,284025,1
49582841,495825,284125,2
49582842,495825,284225,12
49582846,495825,284625,1
49582847,495825,284725,23
49582848,495825,284825,12
49582849,495825,284925,9
49582850,495825,285025,5
49582851,495825,285125,2
49582854,495825,285425,2
49582857,495825,285725,3
49582858,495825,285825,15
49582859,495825,285925,3
49582860,495825,286025,11
49582861,495825,286125,9
49582862,495825,286225,24
49582863,495825,286325,8
49582864,495825,286425,16
49582865,495825,286525,3
49582866,495825,286625,1
49582867,495825,286725,1
49582872,495825,287225,1
49582873,495825,287325,6
49582874,495825,287425,5
49582875,495825,287525,8
49592832,495925,283225,1
49592833,495925,283325,4
49592838,495925,283825,2
49592839,495925,283925,5
49592840,495925,284025,5
49592841,495925,284125,3
49592842,495925,284225,2
49592846,495925,284625,8
49592847,495925,284725,2
49592848,495925,284825,6
49592849,495925,284925,9
49592850,495925,285025,10
49592851,495925,285125,3
49592852,495925,285225,8
49592853,495925,285325,2
49592854,495925,285425,6
49592855,495925,285525,22
49592856,495925,285625,8
49592857,495925,285725,15
49592858,495925,285825,5
49592859,495925,285925,13
49592860,495925,286025,8
49592861,495925,286125,12
49592862,495925,286225,13
49592863,495925,286325,8
49592864,495925,286425,1
49592867,495925,286725,2
49592868,495925,286825,2
49592870,495925,287025,1
49592871,495925,287125,2
49592872,495925,287225,4
49592873,495925,287325,21
49592874,495925,287425,11
49592875,495925,287525,1
49592876,495925,287625,4
49602831,496025,283125,2
49602832,496025,283225,4
49602833,496025,283325,2
49602835,496025,283525,2
49602836,496025,283625,1
49602837,496025,283725,2
49602838,496025,283825,2
49602839,496025,283925,10
49602840,496025,284025,4
49602841,496025,284125,2
49602844,496025,284425,3
49602845,496025,284525,1
49602846,496025,284625,2
49602847,496025,284725,3
49602848,496025,284825,3
49602850,496025,285025,2
49602851,496025,285125,7
49602852,496025,285225,3
49602853,496025,285325,9
49602854,496025,285425,9
49602855,496025,285525,18
49602856,496025,285625,16
49602857,496025,285725,10
49602858,496025,285825,4
49602859,496025,285925,1
49602860,496025,286025,2
49602861,496025,286125,1
49602862,496025,286225,13
49602863,496025,286325,32
49602865,496025,286525,6
49602866,496025,286625,2
49602867,496025,286725,1
49602869,496025,286925,5
49602870,496025,287025,15
49602871,496025,287125,10
49602872,496025,287225,27
49602873,496025,287325,3
49602874,496025,287425,3
49602875,496025,287525,4
49612833,496125,283325,5
49612835,496125,283525,1
49612838,496125,283825,13
49612839,496125,283925,3
49612844,496125,284425,3
49612846,496125,284625,1
49612847,496125,284725,4
49612848,496125,284825,26
49612849,496125,284925,21
49612850,496125,285025,9
49612851,496125,285125,9
49612852,496125,285225,8
49612853,496125,285325,3
49612855,496125,285525,14
49612856,496125,285625,9
49612857,496125,285725,2
49612858,496125,285825,1
49612859,496125,285925,1
49612862,496125,286225,2
49612864,496125,286425,5
49612865,496125,286525,1
49612866,496125,286625,1
49612867,496125,286725,1
49612868,496125,286825,10
49612869,496125,286925,5
49612870,496125,287025,41
49612871,496125,287125,25
49612872,496125,287225,11
49612873,496125,287325,2
49612874,496125,287425,4
49622830,496225,283025,1
49622831,496225,283125,2
49622834,496225,283425,3
49622835,496225,283525,1
49622836,496225,283625,6
49622837,496225,283725,22
49622838,496225,283825,7
49622842,496225,284225,2
49622843,496225,284325,24
49622844,496225,284425,2
49622845,496225,284525,9
49622846,496225,284625,21
49622847,496225,284725,48
49622848,496225,284825,11
49622849,496225,284925,19
49622850,496225,285025,18
49622851,496225,285125,14
49622852,496225,285225,1
49622853,496225,285325,14
49622854,496225,285425,5
49622855,496225,285525,10
49622863,496225,286325,1
49622865,496225,286525,5
49622866,496225,286625,5
49622867,496225,286725,16
49622868,496225,286825,14
49622869,496225,286925,15
49622870,496225,287025,12
49622871,496225,287125,1
49622874,496225,287425,2
49622876,496225,287625,2
49632830,496325,283025,2
49632831,496325,283125,9
49632832,496325,283225,5
49632833,496325,283325,6
49632834,496325,283425,4
49632835,496325,283525,6
49632836,496325,283625,21
49632840,496325,284025,6
49632841,496325,284125,2
49632842,496325,284225,9
49632843,496325,284325,18
49632844,496325,284425,67
49632845,496325,284525,36
49632846,496325,284625,26
49632848,496325,284825,32
49632849,496325,284925,35
49632850,496325,285025,61
49632851,496325,285125,37
49632852,496325,285225,26
49632853,496325,285325,7
49632854,496325,285425,4
49632856,496325,285625,3
49632863,496325,286325,10
49632864,496325,286425,9
49632865,496325,286525,16
49632866,496325,286625,9
49632867,496325,286725,2
49632869,496325,286925,1
49632870,496325,287025,4
49632874,496325,287425,4
49642831,496425,283125,10
49642832,496425,283225,3
49642834,496425,283425,7
49642835,496425,283525,14
49642836,496425,283625,4
49642837,496425,283725,2
49642838,496425,283825,10
49642840,496425,284025,2
49642841,496425,284125,12
49642842,496425,284225,29
49642843,496425,284325,23
49642844,496425,284425,59
49642845,496425,284525,40
49642846,496425,284625,24
49642847,496425,284725,984
49642848,496425,284825,38
49642849,496425,284925,60
49642850,496425,285025,47
49642851,496425,285125,39
49642852,496425,285225,22
49642853,496425,285325,1
49642854,496425,285425,2
49642863,496425,286325,8
49642864,496425,286425,6
49642865,496425,286525,2
49642866,496425,286625,10
49642868,496425,286825,4
49642871,496425,287125,3
49642872,496425,287225,5
49652831,496525,283125,2
49652832,496525,283225,1
49652833,496525,283325,1
49652834,496525,283425,9
49652835,496525,283525,2
49652836,496525,283625,13
49652837,496525,283725,17
49652838,496525,283825,10
49652839,496525,283925,2
49652840,496525,284025,10
49652841,496525,284125,33
49652842,496525,284225,34
49652843,496525,284325,39
49652844,496525,284425,49
49652845,496525,284525,84
49652846,496525,284625,49
49652847,496525,284725,41
49652848,496525,284825,26
49652849,496525,284925,46
49652850,496525,285025,43
49652851,496525,285125,56
49652852,496525,285225,10
49652853,496525,285325,10
49652855,496525,285525,3
49652856,496525,285625,4
49652863,496525,286325,3
49652864,496525,286425,11
49652865,496525,286525,1
49652866,496525,286625,1
49652867,496525,286725,1
49652872,496525,287225,3
49652873,496525,287325,2
49662830,496625,283025,13
49662831,496625,283125,10
49662832,496625,283225,40
49662833,496625,283325,20
49662834,496625,283425,31
49662835,496625,283525,17
49662836,496625,283625,26
49662837,496625,283725,31
49662838,496625,283825,23
49662839,496625,283925,9
49662840,496625,284025,5
49662841,496625,284125,32
49662842,496625,284225,58
49662843,496625,284325,92
49662844,496625,284425,49
49662845,496625,284525,241
49662846,496625,284625,155
49662847,496625,284725,21
49662848,496625,284825,3
49662849,496625,284925,58
49662850,496625,285025,55
49662851,496625,285125,48
49662852,496625,285225,55
49662853,496625,285325,26
49662854,496625,285425,7
49662856,496625,285625,3
49662863,496625,286325,6
49662864,496625,286425,22
49662865,496625,286525,2
49662869,496625,286925,2
49662873,496625,287325,4
49662874,496625,287425,3
49672830,496725,283025,158
49672831,496725,283125,69
49672832,496725,283225,37
49672833,496725,283325,44
49672834,496725,283425,22
49672835,496725,283525,9
49672836,496725,283625,8
49672837,496725,283725,6
49672838,496725,283825,19
49672839,496725,283925,7
49672840,496725,284025,2
49672841,496725,284125,3
49672842,496725,284225,35
49672843,496725,284325,59
49672844,496725,284425,47
49672845,496725,284525,29
49672846,496725,284625,54
49672847,496725,284725,59
49672848,496725,284825,16
49672849,496725,284925,249
49672850,496725,285025,72
49672851,496725,285125,33
49672852,496725,285225,57
49672853,496725,285325,41
49672854,496725,285425,39
49672855,496725,285525,2
49672856,496725,285625,4
49672857,496725,285725,2
49672864,496725,286425,6
49672865,496725,286525,13
49672868,496725,286825,1
49672874,496725,287425,1
49682830,496825,283025,289
49682831,496825,283125,52
49682832,496825,283225,38
49682833,496825,283325,42
49682834,496825,283425,7
49682835,496825,283525,13
49682836,496825,283625,23
49682837,496825,283725,26
49682838,496825,283825,12
49682839,496825,283925,1
49682841,496825,284125,39
49682842,496825,284225,7
49682843,496825,284325,33
49682844,496825,284425,36
49682845,496825,284525,69
49682846,496825,284625,50
49682847,496825,284725,77
49682848,496825,284825,60
49682849,496825,284925,32
49682850,496825,285025,48
49682851,496825,285125,118
49682852,496825,285225,63
49682853,496825,285325,45
49682854,496825,285425,71
49682855,496825,285525,87
49682856,496825,285625,1
49682865,496825,286525,2
49682866,496825,286625,9
49682867,496825,286725,3
49692830,496925,283025,21
49692831,496925,283125,37
49692832,496925,283225,22
49692833,496925,283325,8
49692834,496925,283425,8
49692835,496925,283525,36
49692836,496925,283625,8
49692837,496925,283725,6
49692838,496925,283825,3
49692839,496925,283925,1
49692842,496925,284225,3
49692843,496925,284325,48
49692844,496925,284425,29
49692845,496925,284525,25
49692846,496925,284625,21
49692847,496925,284725,66
49692848,496925,284825,45
49692849,496925,284925,45
49692850,496925,285025,33
49692851,496925,285125,22
49692852,496925,285225,17
49692853,496925,285325,21
49692854,496925,285425,120
49692855,496925,285525,19
49692856,496925,285625,2
49692857,496925,285725,6
49692862,496925,286225,4
49692863,496925,286325,1
49692864,496925,286425,2
49692865,496925,286525,6
49692866,496925,286625,6
49692867,496925,286725,7
49702830,497025,283025,18
49702831,497025,283125,27
49702832,497025,283225,9
49702833,497025,283325,5
49702834,497025,283425,2
49702835,497025,283525,3
49702836,497025,283625,2
49702838,497025,283825,3
49702839,497025,283925,14
49702840,497025,284025,3
49702841,497025,284125,19
49702842,497025,284225,13
49702843,497025,284325,10
49702844,497025,284425,36
49702845,497025,284525,54
49702846,497025,284625,5
49702847,497025,284725,221
49702848,497025,284825,21
49702849,497025,284925,56
49702850,497025,285025,6
49702851,497025,285125,65
49702852,497025,285225,26
49702853,497025,285325,31
49702854,497025,285425,18
49702855,497025,285525,12
49702856,497025,285625,30
49702857,497025,285725,1
49702858,497025,285825,8
49702859,497025,285925,1
49702860,497025,286025,9
49702861,497025,286125,5
49702862,497025,286225,2
49702863,497025,286325,3
49702864,497025,286425,3
49702865,497025,286525,2
49702866,497025,286625,17
49702867,497025,286725,35
49712839,497125,283925,49
49712840,497125,284025,1
49712841,497125,284125,19
49712843,497125,284325,3
49712844,497125,284425,39
49712845,497125,284525,71
49712846,497125,284625,52
49712847,497125,284725,31
49712848,497125,284825,18
49712849,497125,284925,74
49712850,497125,285025,20
49712851,497125,285125,34
49712852,497125,285225,23
49712853,497125,285325,1
49712854,497125,285425,34
49712857,497125,285725,4
49712858,497125,285825,1
49712859,497125,285925,4
49712860,497125,286025,3
49712862,497125,286225,4
49712865,497125,286525,10
49712866,497125,286625,8
49712867,497125,286725,24
49722841,497225,284125,4
49722842,497225,284225,7
49722843,497225,284325,8
49722844,497225,284425,25
49722845,497225,284525,38
49722846,497225,284625,26
49722847,497225,284725,30
49722848,497225,284825,7
49722849,497225,284925,10
49722850,497225,285025,13
49722851,497225,285125,27
49722852,497225,285225,6
49722853,497225,285325,15
49722854,497225,285425,5
49722855,497225,285525,9
49722856,497225,285625,3
49722857,497225,285725,3
49722858,497225,285825,4
49722859,497225,285925,7
49722860,497225,286025,3
49722861,497225,286125,2
49722862,497225,286225,1
49722863,497225,286325,2
49722865,497225,286525,15
49722866,497225,286625,40
49722867,497225,286725,10
49732837,497325,283725,2
49732838,497325,283825,2
49732839,497325,283925,15
49732840,497325,284025,8
49732841,497325,284125,13
49732842,497325,284225,38
49732843,497325,284325,32
49732844,497325,284425,31
49732845,497325,284525,25
49732846,497325,284625,30
49732847,497325,284725,18
49732848,497325,284825,38
49732849,497325,284925,17
49732850,497325,285025,31
49732851,497325,285125,14
49732852,497325,285225,15
49732853,497325,285325,3
49732854,497325,285425,21
49732855,497325,285525,5
49732856,497325,285625,9
49732857,497325,285725,15
49732858,497325,285825,1
49732859,497325,285925,5
49732860,497325,286025,2
49732862,497325,286225,5
49732863,497325,286325,3
49732864,497325,286425,7
49732865,497325,286525,1
49732866,497325,286625,13
49732867,497325,286725,15
49732868,497325,286825,9
49732869,497325,286925,2
49742837,497425,283725,18
49742838,497425,283825,11
49742839,497425,283925,15
49742841,497425,284125,3
49742842,497425,284225,25
49742843,497425,284325,26
49742844,497425,284425,9
49742845,497425,284525,42
49742846,497425,284625,7
49742847,497425,284725,7
49742848,497425,284825,26
49742849,497425,284925,32
49742850,497425,285025,20
49742851,497425,285125,1
49742852,497425,285225,2
49742853,497425,285325,1
49742854,497425,285425,10
49742855,497425,285525,11
49742857,497425,285725,5
49742858,497425,285825,6
49742861,497425,286125,12
49742862,497425,286225,14
49742863,497425,286325,1
49742864,497425,286425,9
49742865,497425,286525,2
49742866,497425,286625,17
49742867,497425,286725,2
49742868,497425,286825,8
49742869,497425,286925,3
49752838,497525,283825,3
49752839,497525,283925,4
49752841,497525,284125,2
49752842,497525,284225,18
49752843,497525,284325,18
49752844,497525,284425,15
49752845,497525,284525,27
49752846,497525,284625,6
49752847,497525,284725,5
49752848,497525,284825,11
49752849,497525,284925,3
49752850,497525,285025,18
49752852,497525,285225,1
49752853,497525,285325,1
49752855,497525,285525,1
49752856,497525,285625,2
49752858,497525,285825,3
49752859,497525,285925,1
49752860,497525,286025,1
49752861,497525,286125,18
49752862,497525,286225,19
49752863,497525,286325,24
49752864,497525,286425,31
49752865,497525,286525,43
49752866,497525,286625,16
49752867,497525,286725,7
49752868,497525,286825,9
49762838,497625,283825,1
49762839,497625,283925,2
49762841,497625,284125,1
49762843,497625,284325,1
49762849,497625,284925,1
49762850,497625,285025,4
49762851,497625,285125,4
49762852,497625,285225,1
49762855,497625,285525,1
49762856,497625,285625,1
49762859,497625,285925,6
49762860,497625,286025,27
49762861,497625,286125,55
49762862,497625,286225,47
49762863,497625,286325,31
49762864,497625,286425,45
49762865,497625,286525,67
49762866,497625,286625,15
49762867,497625,286725,16
49762868,497625,286825,10
49772840,497725,284025,3
49772843,497725,284325,1
49772845,497725,284525,2
49772846,497725,284625,1
49772847,497725,284725,5
49772848,497725,284825,3
49772849,497725,284925,3
49772850,497725,285025,1
49772851,497725,285125,2
49772852,497725,285225,3
49772858,497725,285825,1
49772859,497725,285925,9
49772860,497725,286025,21
49772861,497725,286125,7
49772862,497725,286225,7
49772863,497725,286325,20
49772864,497725,286425,19
49772865,497725,286525,17
49772866,497725,286625,5
49772867,497725,286725,1
49772868,497725,286825,11
49772869,497725,286925,7
49782839,497825,283925,2
49782840,497825,284025,3
49782841,497825,284125,3
49782842,497825,284225,2
