id,x,y,m_index
49362855,493625,285525,6.38
49362856,493625,285625,6.39
49362857,493625,285725,6.39
49362858,493625,285825,6.38
49362859,493625,285925,6.24
49362860,493625,286025,6.12
49362861,493625,286125,6.11
49362862,493625,286225,6.23
49362863,493625,286325,6.37
49362864,493625,286425,6.38
49362865,493625,286525,6.38
49362866,493625,286625,6.34
49362867,493625,286725,6.14
49362868,493625,286825,6.13
49362887,493625,288725,7.12
49362888,493625,288825,7.11
49372825,493725,282525,7.03
49372826,493725,282625,7.03
49372827,493725,282725,7.03
49372828,493725,282825,7.03
49372829,493725,282925,7.03
49372830,493725,283025,7.03
49372831,493725,283125,7.02
49372832,493725,283225,7.03
49372833,493725,283325,6.27
49372834,493725,283425,6.3
49372835,493725,283525,6.26
49372836,493725,283625,6.68
49372837,493725,283725,6.76
49372838,493725,283825,6.76
49372839,493725,283925,6.74
49372840,493725,284025,6.04
49372841,493725,284125,6.04
49372842,493725,284225,6.04
49372843,493725,284325,6.08
49372844,493725,284425,5.9
49372845,493725,284525,5.25
49372846,493725,284625,5.67
49372847,493725,284725,5.53
49372848,493725,284825,6.12
49372849,493725,284925,6.33
49372850,493725,285025,5.78
49372851,493725,285125,5.71
49372852,493725,285225,5.77
49372853,493725,285325,6.38
49372854,493725,285425,6.38
49372855,493725,285525,6.38
49372856,493725,285625,6.39
49372857,493725,285725,6.33
49372858,493725,285825,6.4
49372859,493725,285925,6.12
49372860,493725,286025,6.11
49372861,493725,286125,6.12
49372862,493725,286225,6.15
49372863,493725,286325,6.38
49372864,493725,286425,6.38
49372865,493725,286525,6.38
49372866,493725,286625,6.24
49372867,493725,286725,6.13
49372868,493725,286825,6.13
49372887,493725,288725,7.13
49372888,493725,288825,7.13
49382826,493825,282625,7.03
49382827,493825,282725,7.03
49382828,493825,282825,7.03
49382829,493825,282925,7.03
49382830,493825,283025,7.03
49382831,493825,283125,7.03
49382832,493825,283225,7.04
49382833,493825,283325,6.8
49382834,493825,283425,6.3
49382835,493825,283525,6.25
49382836,493825,283625,6.26
49382837,493825,283725,6.76
49382838,493825,283825,6.76
49382839,493825,283925,6.76
49382840,493825,284025,6.69
49382841,493825,284125,6.04
49382842,493825,284225,5.93
49382843,493825,284325,5.88
49382844,493825,284425,5.88
49382845,493825,284525,5.42
49382846,493825,284625,5.5
49382847,493825,284725,6.31
49382848,493825,284825,6.34
49382849,493825,284925,6.34
49382850,493825,285025,6.23
49382851,493825,285125,5.77
49382852,493825,285225,5.78
49382853,493825,285325,6.39
49382854,493825,285425,6.39
49382855,493825,285525,6.39
49382856,493825,285625,6.39
49382857,493825,285725,6.39
49382858,493825,285825,6.26
49382859,493825,285925,6.12
49382860,493825,286025,6.12
49382861,493825,286125,6.14
49382862,493825,286225,6.21
49382863,493825,286325,6.21
49382864,493825,286425,6.24
49382865,493825,286525,6.09
49382866,493825,286625,6.0
49382867,493825,286725,6.03
49382868,493825,286825,5.6
49382869,493825,286925,5.46
49382887,493825,288725,7.13
49382888,493825,288825,7.13
49392827,493925,282725,7.03
49392828,493925,282825,7.03
49392829,493925,282925,7.03
49392830,493925,283025,7.03
49392831,493925,283125,7.03
49392832,493925,283225,7.05
49392833,493925,283325,6.72
49392834,493925,283425,6.24
49392835,493925,283525,6.24
49392836,493925,283625,6.24
49392837,493925,283725,6.64
49392838,493925,283825,6.83
49392839,493925,283925,7.09
49392840,493925,284025,7.09
49392841,493925,284125,7.04
49392842,493925,284225,5.87
49392843,493925,284325,5.89
49392844,493925,284425,5.89
49392845,493925,284525,5.88
49392846,493925,284625,6.04
49392847,493925,284725,6.18
49392848,493925,284825,6.25
49392849,493925,284925,6.2
49392850,493925,285025,6.06
49392851,493925,285125,5.54
49392852,493925,285225,5.92
49392853,493925,285325,6.47
49392854,493925,285425,6.51
49392855,493925,285525,6.38
49392856,493925,285625,6.38
49392857,493925,285725,6.38
49392858,493925,285825,6.18
49392859,493925,285925,6.12
49392860,493925,286025,6.12
49392861,493925,286125,6.2
49392862,493925,286225,6.21
49392863,493925,286325,6.21
49392864,493925,286425,6.2
49392865,493925,286525,5.89
49392866,493925,286625,5.81
49392867,493925,286725,5.78
49392868,493925,286825,5.79
49392888,493925,288825,7.13
49402828,494025,282825,7.03
49402829,494025,282925,7.03
49402830,494025,283025,7.03
49402831,494025,283125,7.03
49402832,494025,283225,7.04
49402833,494025,283325,6.5
49402834,494025,283425,6.24
49402835,494025,283525,6.24
49402836,494025,283625,6.23
49402837,494025,283725,6.74
49402838,494025,283825,7.09
49402839,494025,283925,7.09
49402840,494025,284025,7.09
49402841,494025,284125,7.09
49402842,494025,284225,6.4
49402843,494025,284325,6.49
49402844,494025,284425,6.42
49402845,494025,284525,6.41
49402846,494025,284625,5.84
49402847,494025,284725,5.88
49402848,494025,284825,5.89
49402849,494025,284925,5.85
49402850,494025,285025,5.38
49402851,494025,285125,5.23
49402852,494025,285225,6.34
49402853,494025,285325,6.58
49402854,494025,285425,6.58
49402855,494025,285525,6.58
49402856,494025,285625,6.51
49402857,494025,285725,6.37
49402858,494025,285825,6.37
49402859,494025,285925,6.37
49402860,494025,286025,6.21
49402861,494025,286125,6.21
49402862,494025,286225,6.2
49402863,494025,286325,6.21
49402864,494025,286425,6.13
49402865,494025,286525,5.99
49402866,494025,286625,5.99
49402867,494025,286725,6.0
49402868,494025,286825,5.89
49402869,494025,286925,5.84
49402889,494025,288925,7.13
49412829,494125,282925,6.98
49412830,494125,283025,7.04
49412831,494125,283125,7.03
49412832,494125,283225,6.61
49412833,494125,283325,6.56
49412834,494125,283425,6.41
49412835,494125,283525,7.0
49412836,494125,283625,6.78
49412837,494125,283725,6.79
49412838,494125,283825,6.83
49412839,494125,283925,7.09
49412840,494125,284025,7.09
49412841,494125,284125,7.09
49412842,494125,284225,6.53
49412843,494125,284325,6.53
49412844,494125,284425,6.53
49412845,494125,284525,6.42
49412846,494125,284625,6.2
49412847,494125,284725,5.93
49412848,494125,284825,5.83
49412849,494125,284925,5.43
49412850,494125,285025,5.23
49412851,494125,285125,5.23
49412852,494125,285225,5.67
49412853,494125,285325,6.58
49412854,494125,285425,6.58
49412855,494125,285525,6.58
49412856,494125,285625,6.4
49412857,494125,285725,6.37
49412858,494125,285825,6.37
49412859,494125,285925,6.37
49412860,494125,286025,6.17
49412861,494125,286125,6.13
49412862,494125,286225,6.18
49412863,494125,286325,6.32
49412864,494125,286425,6.33
49412865,494125,286525,6.16
49412866,494125,286625,5.98
49412867,494125,286725,5.98
49412868,494125,286825,6.07
49412869,494125,286925,5.94
49412889,494125,288925,7.13
49422829,494225,282925,6.94
49422830,494225,283025,6.47
49422831,494225,283125,5.62
49422832,494225,283225,6.53
49422833,494225,283325,6.53
49422834,494225,283425,6.51
49422835,494225,283525,6.95
49422836,494225,283625,6.83
49422837,494225,283725,6.79
49422838,494225,283825,6.79
49422839,494225,283925,6.85
49422840,494225,284025,7.09
49422841,494225,284125,6.74
49422842,494225,284225,6.53
49422843,494225,284325,6.53
49422844,494225,284425,6.43
49422845,494225,284525,6.2
49422846,494225,284625,6.2
49422847,494225,284725,6.2
49422848,494225,284825,6.02
49422849,494225,284925,5.78
49422850,494225,285025,5.76
49422851,494225,285125,5.23
49422852,494225,285225,5.75
49422853,494225,285325,6.4
49422854,494225,285425,5.98
49422855,494225,285525,6.28
49422856,494225,285625,6.37
49422857,494225,285725,6.37
49422858,494225,285825,6.37
49422859,494225,285925,6.37
49422860,494225,286025,6.1
49422861,494225,286125,6.09
49422862,494225,286225,6.09
49422863,494225,286325,6.33
49422864,494225,286425,6.32
49422865,494225,286525,6.31
49422866,494225,286625,6.27
49422867,494225,286725,5.96
49422869,494225,286925,5.99
49422890,494225,289025,6.92
49432827,494325,282725,6.92
49432828,494325,282825,6.95
49432829,494325,282925,6.53
49432830,494325,283025,6.43
49432831,494325,283125,5.23
49432832,494325,283225,6.53
49432833,494325,283325,6.53
49432834,494325,283425,6.52
49432835,494325,283525,6.99
49432836,494325,283625,7.04
49432837,494325,283725,6.79
49432838,494325,283825,6.79
49432839,494325,283925,6.79
49432840,494325,284025,6.79
49432841,494325,284125,6.52
49432842,494325,284225,6.39
49432843,494325,284325,6.37
49432844,494325,284425,6.22
49432845,494325,284525,6.2
49432846,494325,284625,6.2
49432847,494325,284725,6.2
49432848,494325,284825,6.68
49432849,494325,284925,6.68
49432850,494325,285025,6.68
49432851,494325,285125,5.85
49432852,494325,285225,5.76
49432853,494325,285325,5.81
49432854,494325,285425,5.83
49432855,494325,285525,5.83
49432856,494325,285625,6.37
49432857,494325,285725,6.37
49432858,494325,285825,6.37
49432859,494325,285925,6.29
49432860,494325,286025,6.09
49432861,494325,286125,6.09
49432862,494325,286225,6.09
49432863,494325,286325,6.33
49432864,494325,286425,6.33
49432865,494325,286525,6.33
49432866,494325,286625,6.32
49432867,494325,286725,6.22
49432891,494325,289125,6.13
49442827,494425,282725,6.91
49442828,494425,282825,6.93
49442829,494425,282925,6.5
49442830,494425,283025,6.43
49442831,494425,283125,5.21
49442832,494425,283225,5.61
49442833,494425,283325,6.52
49442834,494425,283425,6.43
49442835,494425,283525,6.97
49442836,494425,283625,7.06
49442837,494425,283725,6.93
49442838,494425,283825,6.83
49442839,494425,283925,6.8
49442840,494425,284025,6.76
49442841,494425,284125,6.26
49442842,494425,284225,6.26
49442843,494425,284325,6.26
49442844,494425,284425,6.26
49442845,494425,284525,6.2
49442846,494425,284625,6.2
49442847,494425,284725,6.2
49442848,494425,284825,6.68
49442849,494425,284925,6.68
49442850,494425,285025,6.68
49442851,494425,285125,5.85
49442852,494425,285225,5.84
49442853,494425,285325,5.83
49442854,494425,285425,6.05
49442855,494425,285525,6.27
49442856,494425,285625,6.39
49442857,494425,285725,6.37
49442858,494425,285825,6.37
49442859,494425,285925,6.19
49442860,494425,286025,6.12
49442861,494425,286125,6.09
49442862,494425,286225,6.09
49442863,494425,286325,6.14
49442864,494425,286425,6.33
49442865,494425,286525,6.33
49442866,494425,286625,6.33
49442867,494425,286725,6.27
49442891,494425,289125,6.13
49442892,494425,289225,6.13
49452826,494525,282625,6.95
49452827,494525,282725,6.95
49452828,494525,282825,6.95
49452829,494525,282925,6.43
49452830,494525,283025,6.43
49452831,494525,283125,5.22
49452832,494525,283225,5.44
49452833,494525,283325,8.27
49452834,494525,283425,8.28
49452835,494525,283525,7.12
49452836,494525,283625,6.98
49452837,494525,283725,6.99
49452838,494525,283825,6.95
49452839,494525,283925,6.88
49452840,494525,284025,6.64
49452841,494525,284125,6.26
49452842,494525,284225,6.26
49452843,494525,284325,6.26
49452844,494525,284425,6.26
49452845,494525,284525,6.25
49452846,494525,284625,6.2
49452847,494525,284725,6.28
49452848,494525,284825,6.68
49452849,494525,284925,6.68
49452850,494525,285025,6.68
49452851,494525,285125,5.85
49452852,494525,285225,5.84
49452853,494525,285325,6.14
49452854,494525,285425,6.43
49452855,494525,285525,6.43
49452856,494525,285625,7.21
49452857,494525,285725,7.03
49452858,494525,285825,6.28
49452859,494525,285925,6.19
49452860,494525,286025,6.17
49452861,494525,286125,6.14
49452862,494525,286225,6.11
49452863,494525,286325,6.23
49452864,494525,286425,6.46
49452865,494525,286525,6.42
49452866,494525,286625,6.33
49452891,494525,289125,6.13
49452892,494525,289225,6.13
49452893,494525,289325,6.14
49462826,494625,282625,6.95
49462827,494625,282725,6.95
49462828,494625,282825,6.53
49462829,494625,282925,6.43
49462830,494625,283025,6.43
49462831,494625,283125,5.42
49462832,494625,283225,6.98
49462833,494625,283325,8.36
49462834,494625,283425,8.37
49462835,494625,283525,7.6
49462836,494625,283625,6.98
49462837,494625,283725,6.99
49462838,494625,283825,6.98
49462839,494625,283925,6.56
49462840,494625,284025,6.25
49462841,494625,284125,6.48
49462842,494625,284225,6.46
49462843,494625,284325,6.42
49462844,494625,284425,6.26
49462845,494625,284525,6.05
49462846,494625,284625,5.94
49462847,494625,284725,5.93
49462848,494625,284825,6.24
49462849,494625,284925,6.68
49462850,494625,285025,6.68
49462851,494625,285125,5.85
49462852,494625,285225,6.21
49462853,494625,285325,6.42
49462854,494625,285425,6.43
49462855,494625,285525,6.98
49462856,494625,285625,7.22
49462857,494625,285725,6.65
49462858,494625,285825,6.28
49462859,494625,285925,6.25
49462860,494625,286025,6.17
49462861,494625,286125,6.17
49462862,494625,286225,6.27
49462863,494625,286325,6.57
49462864,494625,286425,6.57
49462865,494625,286525,6.48
49462866,494625,286625,6.54
49462867,494625,286725,6.56
49462890,494625,289025,6.13
49462891,494625,289125,6.13
49462892,494625,289225,6.13
49462893,494625,289325,6.14
49472827,494725,282725,6.95
49472828,494725,282825,6.47
49472829,494725,282925,6.43
49472830,494725,283025,7.02
49472831,494725,283125,8.02
49472832,494725,283225,8.02
49472833,494725,283325,8.24
49472834,494725,283425,8.37
49472835,494725,283525,8.14
49472836,494725,283625,6.98
49472837,494725,283725,6.98
49472838,494725,283825,6.58
49472839,494725,283925,5.85
49472840,494725,284025,5.85
49472841,494725,284125,6.69
49472842,494725,284225,6.48
49472843,494725,284325,6.48
49472844,494725,284425,6.29
49472845,494725,284525,5.94
49472846,494725,284625,5.94
49472847,494725,284725,5.93
49472848,494725,284825,5.94
49472849,494725,284925,6.07
49472850,494725,285025,5.85
49472851,494725,285125,5.85
49472852,494725,285225,5.85
49472853,494725,285325,6.31
49472854,494725,285425,7.04
49472855,494725,285525,6.48
49472856,494725,285625,6.45
49472857,494725,285725,6.39
49472858,494725,285825,6.31
49472859,494725,285925,6.34
49472860,494725,286025,6.29
49472861,494725,286125,6.52
49472862,494725,286225,6.57
49472863,494725,286325,6.56
49472864,494725,286425,6.54
49472865,494725,286525,6.54
49472866,494725,286625,6.56
49472867,494725,286725,6.56
49472868,494725,286825,6.56
49472874,494725,287425,6.25
49472875,494725,287525,6.25
49472890,494725,289025,6.13
49472891,494725,289125,6.13
49472892,494725,289225,6.13
49472893,494725,289325,6.14
49482828,494825,282825,6.43
49482829,494825,282925,6.98
49482830,494825,283025,8.01
49482831,494825,283125,8.01
49482832,494825,283225,7.97
49482833,494825,283325,8.02
49482834,494825,283425,8.02
49482835,494825,283525,8.1
49482836,494825,283625,6.85
49482837,494825,283725,6.54
49482838,494825,283825,5.69
49482839,494825,283925,5.85
49482840,494825,284025,5.84
49482841,494825,284125,7.09
49482842,494825,284225,6.58
49482843,494825,284325,6.46
49482844,494825,284425,6.02
49482845,494825,284525,5.94
49482846,494825,284625,5.94
49482847,494825,284725,5.94
49482848,494825,284825,6.09
49482849,494825,284925,6.19
49482850,494825,285025,5.86
49482851,494825,285125,5.85
49482852,494825,285225,5.85
49482853,494825,285325,5.85
49482854,494825,285425,5.96
49482855,494825,285525,5.96
49482856,494825,285625,5.96
49482857,494825,285725,6.16
49482858,494825,285825,6.33
49482859,494825,285925,6.34
49482860,494825,286025,6.59
49482861,494825,286125,6.75
49482862,494825,286225,6.69
49482863,494825,286325,6.55
49482864,494825,286425,6.55
49482865,494825,286525,6.56
49482866,494825,286625,6.56
49482867,494825,286725,6.56
49482868,494825,286825,5.15
49482869,494825,286925,4.68
49482870,494825,287025,4.68
49482871,494825,287125,6.25
49482872,494825,287225,6.25
49482873,494825,287325,6.25
49482874,494825,287425,6.25
49482875,494825,287525,6.25
49482880,494825,288025,6.24
49482881,494825,288125,6.12
49482882,494825,288225,6.44
49482890,494825,289025,6.13
49482891,494825,289125,6.13
49482892,494825,289225,6.13
49482893,494825,289325,6.13
49482894,494825,289425,6.13
49492830,494925,283025,7.96
49492831,494925,283125,7.95
49492833,494925,283325,7.95
49492834,494925,283425,5.91
49492835,494925,283525,5.94
49492836,494925,283625,5.94
49492837,494925,283725,5.87
49492838,494925,283825,5.86
49492839,494925,283925,5.82
49492840,494925,284025,5.84
49492841,494925,284125,7.05
49492842,494925,284225,6.58
49492843,494925,284325,6.39
49492844,494925,284425,5.69
49492845,494925,284525,5.44
49492846,494925,284625,5.45
49492847,494925,284725,6.27
49492848,494925,284825,6.28
49492849,494925,284925,6.28
49492850,494925,285025,5.85
49492851,494925,285125,5.85
49492852,494925,285225,5.85
49492853,494925,285325,5.85
49492854,494925,285425,5.96
49492855,494925,285525,5.98
49492856,494925,285625,5.98
49492857,494925,285725,6.08
49492858,494925,285825,6.42
49492859,494925,285925,6.34
49492860,494925,286025,6.75
49492861,494925,286125,6.75
49492862,494925,286225,6.74
49492863,494925,286325,6.49
49492864,494925,286425,6.57
49492865,494925,286525,6.57
49492866,494925,286625,6.22
49492867,494925,286725,5.16
49492868,494925,286825,4.68
49492869,494925,286925,4.68
49492870,494925,287025,4.67
49492871,494925,287125,6.25
49492872,494925,287225,6.25
49492873,494925,287325,6.25
49492874,494925,287425,6.25
49492875,494925,287525,6.25
49492876,494925,287625,6.45
49492878,494925,287825,6.12
49492879,494925,287925,6.25
49492881,494925,288125,6.37
49492882,494925,288225,6.13
49492890,494925,289025,6.13
49492891,494925,289125,6.13
49492892,494925,289225,6.13
49492893,494925,289325,6.13
49492894,494925,289425,6.14
49502834,495025,283425,5.96
49502835,495025,283525,5.92
49502836,495025,283625,5.94
49502837,495025,283725,5.91
49502838,495025,283825,5.85
49502839,495025,283925,5.84
49502840,495025,284025,5.84
49502841,495025,284125,6.94
49502842,495025,284225,6.61
49502843,495025,284325,6.43
49502844,495025,284425,6.01
49502845,495025,284525,5.44
49502846,495025,284625,6.24
49502847,495025,284725,6.27
49502848,495025,284825,6.27
49502849,495025,284925,6.28
49502850,495025,285025,6.33
49502851,495025,285125,6.33
49502852,495025,285225,6.33
49502853,495025,285325,6.34
49502854,495025,285425,6.37
49502855,495025,285525,5.98
49502856,495025,285625,6.0
49502857,495025,285725,6.42
49502858,495025,285825,6.42
49502859,495025,285925,6.42
49502860,495025,286025,6.75
49502861,495025,286125,6.7
49502862,495025,286225,6.58
49502863,495025,286325,6.42
49502864,495025,286425,6.41
49502865,495025,286525,6.46
49502866,495025,286625,4.67
49502867,495025,286725,4.61
49502868,495025,286825,4.59
49502869,495025,286925,4.5
49502870,495025,287025,5.96
49502871,495025,287125,6.22
49502872,495025,287225,6.25
49502873,495025,287325,6.35
49502874,495025,287425,6.25
49502875,495025,287525,6.25
49502876,495025,287625,6.45
49502877,495025,287725,6.45
49502891,495025,289125,6.13
49502892,495025,289225,6.13
49502893,495025,289325,6.15
49512835,495125,283525,5.95
49512836,495125,283625,5.94
49512837,495125,283725,5.93
49512838,495125,283825,5.86
49512839,495125,283925,5.84
49512840,495125,284025,6.38
49512841,495125,284125,6.64
49512842,495125,284225,6.49
49512843,495125,284325,6.51
49512844,495125,284425,6.51
49512845,495125,284525,6.49
49512846,495125,284625,6.4
49512847,495125,284725,6.28
49512848,495125,284825,6.3
49512849,495125,284925,6.29
49512850,495125,285025,6.33
49512851,495125,285125,6.33
49512852,495125,285225,6.33
49512853,495125,285325,6.7
